comission_eur,amount_eur,card_brand_group,traffic_type_group,transaction_comission,country,order_id,created_date,manager_id,merchant_name,gate_id,merchant_id,company_id,company_name,white_label_id,processor_name,processor_id,transaction_type,transaction_status,agent_fee,card_type,tax_reserve_cost,monthly_fee,item_id,records
64.98,1506.87,Visa,Online,0.25,DE,ORD-000107,2024-07-26 12:24:00,MGR-003,Merchant_36,GATE-08,MERCH-036,COMP-08,Company_H,WL-04,PayPal,PROC-05,purchase,processing,49.58,credit,146.9,0.0,ITEM-0030,4
169.89,4507.35,Mastercard,Mobile,1.18,US,ORD-000108,2024-05-23 17:36:00,MGR-007,Merchant_43,GATE-10,MERCH-043,COMP-01,Company_A,WL-02,Square,PROC-01,authorization,pending,13.55,debit,624.83,0.0,ITEM-0073,7
107.15,3388.4,Visa,ATM,0.83,FR,ORD-000109,2024-02-10 16:47:00,MGR-003,Merchant_23,GATE-06,MERCH-023,COMP-01,Company_A,WL-05,Braintree,PROC-05,capture,failed,36.99,credit,401.78,0.0,ITEM-0082,5
109.84,3919.91,Amex,POS,0.53,UK,ORD-000110,2024-10-26 21:24:00,MGR-003,Merchant_6,GATE-05,MERCH-006,COMP-10,Company_J,WL-02,Square,PROC-02,capture,failed,27.65,prepaid,220.75,0.0,ITEM-0014,2
0.8,35.92,Visa,Online,0.78,UK,ORD-000111,2024-08-17 17:35:00,MGR-012,Merchant_33,GATE-09,MERCH-033,COMP-07,Company_G,WL-01,Braintree,PROC-05,authorization,cancelled,13.49,credit,0.71,0.0,ITEM-0038,7
26.04,1945.12,Amex,Mobile,1.81,ES,ORD-000112,2024-03-27 21:24:00,MGR-016,Merchant_11,GATE-03,MERCH-011,COMP-03,Company_C,WL-01,Adyen,PROC-04,authorization,cancelled,45.26,prepaid,285.4,0.0,ITEM-0062,2
86.56,1812.01,UnionPay,ATM,1.47,IT,ORD-000113,2024-03-10 09:00:00,MGR-015,Merchant_26,GATE-06,MERCH-026,COMP-06,Company_F,WL-04,Braintree,PROC-02,authorization,failed,24.79,debit,167.61,0.0,ITEM-0062,6
23.24,896.41,Visa,Recurring,0.71,FR,ORD-000114,2024-06-15 12:17:00,MGR-019,Merchant_26,GATE-09,MERCH-026,COMP-06,Company_F,WL-02,Braintree,PROC-01,capture,pending,36.74,virtual,85.1,78.2,ITEM-0038,2
171.35,4096.64,Discover,Recurring,0.88,BE,ORD-000115,2024-03-19 22:27:00,MGR-019,Merchant_25,GATE-07,MERCH-025,COMP-02,Company_B,WL-05,Braintree,PROC-04,void,completed,24.97,prepaid,389.18,0.0,ITEM-0090,9
138.48,2973.16,Amex,ATM,0.31,UK,ORD-000116,2024-01-23 18:41:00,MGR-001,Merchant_44,GATE-02,MERCH-044,COMP-07,Company_G,WL-03,Adyen,PROC-05,void,processing,12.41,debit,296.44,0.0,ITEM-0058,6
80.22,1961.76,Mastercard,Mobile,1.22,ES,ORD-000117,2024-02-23 09:26:00,MGR-011,Merchant_6,GATE-08,MERCH-006,COMP-02,Company_B,WL-02,Braintree,PROC-04,authorization,cancelled,25.02,credit,101.51,0.0,ITEM-0057,8
35.25,1601.36,UnionPay,POS,1.64,IT,ORD-000118,2024-03-25 23:15:00,MGR-018,Merchant_34,GATE-07,MERCH-034,COMP-03,Company_C,WL-04,Adyen,PROC-04,refund,pending,5.75,virtual,203.98,0.0,ITEM-0051,1
167.23,3689.57,Visa,Recurring,0.95,DE,ORD-000119,2024-05-22 22:51:00,MGR-012,Merchant_5,GATE-06,MERCH-005,COMP-10,Company_J,WL-02,Square,PROC-01,authorization,cancelled,21.48,prepaid,2.46,0.0,ITEM-0077,7
102.46,3060.43,Amex,Online,0.76,FR,ORD-000120,2024-06-01 19:37:00,MGR-010,Merchant_6,GATE-02,MERCH-006,COMP-03,Company_C,WL-02,PayPal,PROC-02,void,cancelled,42.28,virtual,283.41,70.6,ITEM-0077,3
77.49,2878.28,Amex,ATM,1.02,AU,ORD-000121,2024-03-26 15:18:00,MGR-002,Merchant_9,GATE-06,MERCH-009,COMP-03,Company_C,WL-01,Square,PROC-02,refund,cancelled,26.87,virtual,396.84,17.32,ITEM-0053,8
90.85,2084.0,Discover,Recurring,1.03,BE,ORD-000122,2024-05-20 07:34:00,MGR-018,Merchant_19,GATE-09,MERCH-019,COMP-03,Company_C,WL-01,Braintree,PROC-01,authorization,processing,4.13,prepaid,9.65,29.21,ITEM-0070,1
105.15,3802.42,Amex,Mobile,0.52,UK,ORD-000123,2024-05-06 09:55:00,MGR-015,Merchant_3,GATE-02,MERCH-003,COMP-08,Company_H,WL-02,Adyen,PROC-05,authorization,processing,21.26,virtual,419.78,0.0,ITEM-0022,10
12.87,704.78,Amex,Recurring,0.49,ES,ORD-000124,2024-10-02 05:20:00,MGR-017,Merchant_46,GATE-02,MERCH-046,COMP-05,Company_E,WL-02,Square,PROC-01,authorization,pending,2.97,debit,37.09,0.0,ITEM-0032,3
153.57,3559.86,Visa,Online,1.55,NL,ORD-000125,2024-05-17 20:26:00,MGR-017,Merchant_25,GATE-05,MERCH-025,COMP-08,Company_H,WL-03,Square,PROC-04,authorization,processing,33.81,credit,261.36,0.0,ITEM-0100,2
103.64,3657.35,Amex,Mobile,1.36,ES,ORD-000126,2024-04-21 13:52:00,MGR-011,Merchant_14,GATE-09,MERCH-014,COMP-08,Company_H,WL-05,Adyen,PROC-05,capture,failed,17.91,credit,34.74,0.0,ITEM-0006,2
136.26,3134.64,Mastercard,Mobile,0.13,UK,ORD-000127,2024-08-07 06:44:00,MGR-012,Merchant_9,GATE-05,MERCH-009,COMP-05,Company_E,WL-01,PayPal,PROC-02,purchase,cancelled,46.47,prepaid,74.28,0.0,ITEM-0093,4
29.37,2151.86,Amex,Online,0.28,NL,ORD-000128,2024-09-22 21:28:00,MGR-005,Merchant_1,GATE-08,MERCH-001,COMP-01,Company_A,WL-01,Adyen,PROC-04,purchase,completed,10.67,credit,25.16,0.0,ITEM-0041,6
68.23,4406.14,Discover,Mobile,1.57,FR,ORD-000129,2024-09-28 18:00:00,MGR-005,Merchant_40,GATE-07,MERCH-040,COMP-03,Company_C,WL-05,Square,PROC-02,purchase,completed,37.66,debit,88.0,14.29,ITEM-0097,2
74.87,2951.97,UnionPay,Mobile,1.93,US,ORD-000130,2024-02-13 07:35:00,MGR-010,Merchant_39,GATE-04,MERCH-039,COMP-10,Company_J,WL-05,Braintree,PROC-05,refund,cancelled,15.73,prepaid,61.92,0.0,ITEM-0083,1
163.71,3921.17,Amex,POS,0.55,NL,ORD-000131,2024-02-06 16:56:00,MGR-019,Merchant_1,GATE-07,MERCH-001,COMP-06,Company_F,WL-03,Braintree,PROC-02,capture,completed,19.29,credit,141.8,0.0,ITEM-0076,2
1.47,78.83,Visa,Recurring,1.85,CA,ORD-000132,2024-09-13 13:27:00,MGR-020,Merchant_45,GATE-03,MERCH-045,COMP-07,Company_G,WL-03,Stripe,PROC-03,purchase,processing,47.43,debit,4.71,0.0,ITEM-0020,9
54.89,1640.48,Mastercard,Online,1.55,NL,ORD-000133,2024-08-11 23:54:00,MGR-004,Merchant_16,GATE-08,MERCH-016,COMP-01,Company_A,WL-05,Braintree,PROC-01,authorization,pending,32.49,credit,158.26,0.0,ITEM-0002,3
58.11,3510.48,Visa,Mobile,1.91,NL,ORD-000134,2024-03-05 23:49:00,MGR-009,Merchant_18,GATE-09,MERCH-018,COMP-02,Company_B,WL-01,PayPal,PROC-05,purchase,cancelled,26.15,virtual,412.3,16.7,ITEM-0066,6
12.72,286.64,Visa,Online,0.42,FR,ORD-000135,2024-02-29 07:47:00,MGR-002,Merchant_33,GATE-08,MERCH-033,COMP-01,Company_A,WL-03,Square,PROC-02,refund,completed,7.87,virtual,33.25,67.41,ITEM-0029,6
58.24,1248.83,Discover,Online,0.71,BE,ORD-000136,2024-01-27 05:14:00,MGR-010,Merchant_34,GATE-05,MERCH-034,COMP-01,Company_A,WL-03,Stripe,PROC-05,capture,completed,41.3,prepaid,107.06,0.0,ITEM-0026,5
62.56,2823.4,Mastercard,Online,1.28,NL,ORD-000137,2024-04-10 23:57:00,MGR-001,Merchant_35,GATE-04,MERCH-035,COMP-04,Company_D,WL-05,PayPal,PROC-01,authorization,completed,23.2,virtual,250.59,0.0,ITEM-0095,5
16.49,528.71,Discover,Mobile,0.55,BE,ORD-000138,2024-02-17 01:58:00,MGR-003,Merchant_15,GATE-10,MERCH-015,COMP-09,Company_I,WL-01,Braintree,PROC-02,capture,completed,24.6,credit,4.75,71.17,ITEM-0056,3
24.35,1191.49,UnionPay,Online,0.7,DE,ORD-000139,2024-05-19 07:04:00,MGR-004,Merchant_13,GATE-03,MERCH-013,COMP-03,Company_C,WL-04,Square,PROC-03,capture,completed,40.04,prepaid,125.24,31.81,ITEM-0099,4
64.63,2265.07,Visa,POS,1.72,IT,ORD-000140,2024-01-21 06:53:00,MGR-013,Merchant_21,GATE-09,MERCH-021,COMP-03,Company_C,WL-01,PayPal,PROC-03,refund,completed,4.52,virtual,274.39,0.0,ITEM-0058,9
74.84,3742.91,Visa,Recurring,0.98,AU,ORD-000141,2024-04-23 04:12:00,MGR-009,Merchant_26,GATE-02,MERCH-026,COMP-06,Company_F,WL-01,Stripe,PROC-02,capture,pending,40.19,credit,78.48,0.0,ITEM-0043,2
6.34,223.05,Amex,POS,0.42,DE,ORD-000142,2024-01-16 12:43:00,MGR-009,Merchant_28,GATE-05,MERCH-028,COMP-03,Company_C,WL-04,Adyen,PROC-01,void,processing,28.69,debit,27.49,0.0,ITEM-0083,5
113.25,2499.47,Discover,Mobile,1.01,BE,ORD-000143,2024-09-26 07:40:00,MGR-018,Merchant_35,GATE-08,MERCH-035,COMP-01,Company_A,WL-03,Braintree,PROC-05,authorization,cancelled,4.39,prepaid,143.6,0.0,ITEM-0024,1
30.04,1601.2,Mastercard,Mobile,1.8,CA,ORD-000144,2024-10-26 07:10:00,MGR-002,Merchant_7,GATE-04,MERCH-007,COMP-04,Company_D,WL-05,Square,PROC-03,refund,pending,38.93,debit,14.07,52.94,ITEM-0076,6
152.87,4032.99,Amex,POS,1.84,BE,ORD-000145,2024-10-15 06:53:00,MGR-002,Merchant_32,GATE-02,MERCH-032,COMP-09,Company_I,WL-01,Adyen,PROC-05,refund,completed,1.41,virtual,423.8,56.36,ITEM-0001,6
82.89,4590.3,Visa,Recurring,0.35,IT,ORD-000146,2024-01-12 04:37:00,MGR-003,Merchant_46,GATE-06,MERCH-046,COMP-03,Company_C,WL-04,Braintree,PROC-01,authorization,failed,35.85,prepaid,632.62,32.36,ITEM-0018,3
100.68,3664.44,Discover,Mobile,1.31,ES,ORD-000147,2024-07-01 07:42:00,MGR-005,Merchant_38,GATE-03,MERCH-038,COMP-03,Company_C,WL-01,Braintree,PROC-04,void,completed,24.36,debit,174.4,56.2,ITEM-0078,6
224.32,4605.98,Visa,Mobile,0.52,BE,ORD-000148,2024-02-09 07:22:00,MGR-001,Merchant_21,GATE-05,MERCH-021,COMP-03,Company_C,WL-02,Adyen,PROC-01,authorization,failed,28.28,credit,647.15,0.0,ITEM-0093,1
6.89,250.26,Mastercard,POS,0.9,BE,ORD-000149,2024-07-11 03:53:00,MGR-003,Merchant_31,GATE-01,MERCH-031,COMP-10,Company_J,WL-03,Stripe,PROC-03,authorization,completed,8.32,credit,15.54,35.12,ITEM-0044,3
72.99,4440.78,UnionPay,ATM,0.24,DE,ORD-000150,2024-09-04 22:01:00,MGR-002,Merchant_28,GATE-02,MERCH-028,COMP-03,Company_C,WL-03,Adyen,PROC-02,capture,processing,47.09,prepaid,651.49,0.0,ITEM-0085,5
20.67,1494.03,Discover,POS,0.85,UK,ORD-000151,2024-01-02 13:05:00,MGR-001,Merchant_19,GATE-04,MERCH-019,COMP-10,Company_J,WL-02,PayPal,PROC-01,capture,completed,27.48,prepaid,110.02,0.0,ITEM-0051,8
89.3,2450.59,Amex,POS,0.27,ES,ORD-000152,2024-08-16 01:16:00,MGR-019,Merchant_29,GATE-01,MERCH-029,COMP-08,Company_H,WL-02,Stripe,PROC-01,authorization,processing,27.21,virtual,67.96,36.94,ITEM-0097,10
14.25,1145.29,Amex,Online,0.84,NL,ORD-000153,2024-08-31 18:56:00,MGR-002,Merchant_16,GATE-09,MERCH-016,COMP-08,Company_H,WL-05,Braintree,PROC-05,void,pending,26.13,credit,165.89,0.0,ITEM-0097,8
43.09,872.67,UnionPay,Mobile,1.95,IT,ORD-000154,2024-08-10 06:52:00,MGR-003,Merchant_41,GATE-02,MERCH-041,COMP-03,Company_C,WL-04,Braintree,PROC-04,void,failed,40.42,prepaid,16.52,0.0,ITEM-0067,8
48.13,4586.64,Visa,Online,1.43,AU,ORD-000155,2024-03-17 04:36:00,MGR-004,Merchant_38,GATE-05,MERCH-038,COMP-10,Company_J,WL-05,PayPal,PROC-04,authorization,cancelled,29.38,virtual,537.8,0.0,ITEM-0074,10
40.03,2370.5,Discover,Mobile,0.87,IT,ORD-000156,2024-07-21 10:44:00,MGR-001,Merchant_16,GATE-06,MERCH-016,COMP-01,Company_A,WL-03,PayPal,PROC-03,capture,completed,30.91,debit,242.08,0.0,ITEM-0018,5
135.06,4871.35,UnionPay,Mobile,1.67,US,ORD-000157,2024-04-06 14:13:00,MGR-017,Merchant_27,GATE-03,MERCH-027,COMP-08,Company_H,WL-01,PayPal,PROC-05,capture,pending,13.47,credit,304.54,0.0,ITEM-0023,4
78.92,4377.15,Discover,Online,0.21,US,ORD-000158,2024-04-11 08:23:00,MGR-008,Merchant_30,GATE-06,MERCH-030,COMP-09,Company_I,WL-04,Braintree,PROC-04,refund,cancelled,1.65,prepaid,33.2,0.0,ITEM-0045,3
85.25,4189.89,Mastercard,Mobile,1.68,NL,ORD-000159,2024-10-19 06:54:00,MGR-017,Merchant_15,GATE-01,MERCH-015,COMP-04,Company_D,WL-01,Square,PROC-02,refund,processing,4.52,credit,17.25,0.0,ITEM-0029,5
145.34,3045.64,UnionPay,Recurring,1.45,NL,ORD-000160,2024-08-23 08:13:00,MGR-019,Merchant_30,GATE-02,MERCH-030,COMP-05,Company_E,WL-01,Braintree,PROC-03,void,processing,35.47,prepaid,125.81,85.16,ITEM-0039,2
56.61,2413.87,Visa,Recurring,0.63,NL,ORD-000161,2024-06-01 06:09:00,MGR-011,Merchant_34,GATE-03,MERCH-034,COMP-04,Company_D,WL-01,Square,PROC-03,authorization,cancelled,16.26,virtual,100.25,0.0,ITEM-0050,1
145.35,2919.29,Mastercard,Recurring,1.65,DE,ORD-000162,2024-08-31 21:22:00,MGR-010,Merchant_33,GATE-02,MERCH-033,COMP-05,Company_E,WL-04,Adyen,PROC-03,void,pending,17.16,prepaid,312.38,0.0,ITEM-0084,2
21.19,1119.05,Visa,Recurring,1.76,AU,ORD-000163,2024-10-26 09:29:00,MGR-020,Merchant_8,GATE-02,MERCH-008,COMP-08,Company_H,WL-04,Adyen,PROC-05,purchase,cancelled,21.02,prepaid,148.86,0.0,ITEM-0053,1
69.82,4355.54,Visa,ATM,1.99,IT,ORD-000164,2024-03-14 10:55:00,MGR-006,Merchant_46,GATE-06,MERCH-046,COMP-03,Company_C,WL-01,Stripe,PROC-04,authorization,pending,17.13,debit,644.96,98.66,ITEM-0074,3
99.45,2452.99,Mastercard,Mobile,0.27,US,ORD-000165,2024-09-01 12:00:00,MGR-011,Merchant_3,GATE-09,MERCH-003,COMP-09,Company_I,WL-02,Stripe,PROC-01,refund,pending,30.72,prepaid,233.09,0.0,ITEM-0040,3
15.75,522.51,Mastercard,Mobile,0.68,BE,ORD-000166,2024-09-23 19:33:00,MGR-012,Merchant_22,GATE-04,MERCH-022,COMP-07,Company_G,WL-02,Square,PROC-01,refund,pending,3.26,debit,3.58,45.59,ITEM-0028,1
49.48,2952.57,Visa,Online,0.8,US,ORD-000167,2024-09-30 19:03:00,MGR-004,Merchant_39,GATE-07,MERCH-039,COMP-01,Company_A,WL-04,Square,PROC-01,void,failed,32.53,virtual,16.55,25.58,ITEM-0090,3
38.76,1035.42,UnionPay,Online,0.12,ES,ORD-000168,2024-03-11 13:53:00,MGR-004,Merchant_7,GATE-02,MERCH-007,COMP-09,Company_I,WL-04,Adyen,PROC-05,refund,failed,21.04,debit,15.68,0.0,ITEM-0046,7
17.18,1483.8,UnionPay,ATM,1.04,DE,ORD-000169,2024-01-02 00:42:00,MGR-003,Merchant_6,GATE-09,MERCH-006,COMP-02,Company_B,WL-01,Stripe,PROC-03,refund,cancelled,10.38,prepaid,207.69,0.0,ITEM-0034,8
11.05,259.9,Visa,POS,1.76,DE,ORD-000170,2024-08-06 23:07:00,MGR-011,Merchant_7,GATE-06,MERCH-007,COMP-01,Company_A,WL-04,Braintree,PROC-03,purchase,failed,42.61,prepaid,14.04,0.0,ITEM-0024,2
97.46,2009.88,Mastercard,Online,0.62,NL,ORD-000171,2024-03-26 03:08:00,MGR-019,Merchant_45,GATE-08,MERCH-045,COMP-01,Company_A,WL-05,Square,PROC-02,void,cancelled,19.29,prepaid,256.46,64.88,ITEM-0079,1
195.0,4314.25,Amex,Online,1.48,CA,ORD-000172,2024-07-29 14:02:00,MGR-019,Merchant_5,GATE-10,MERCH-005,COMP-05,Company_E,WL-02,PayPal,PROC-05,void,processing,44.59,credit,312.62,0.0,ITEM-0056,4
88.26,2414.83,Discover,ATM,1.32,DE,ORD-000173,2024-01-06 20:59:00,MGR-003,Merchant_11,GATE-08,MERCH-011,COMP-09,Company_I,WL-03,Adyen,PROC-03,authorization,completed,7.43,debit,299.36,61.29,ITEM-0071,7
39.23,2022.35,Visa,ATM,0.97,NL,ORD-000174,2024-03-01 15:47:00,MGR-002,Merchant_42,GATE-09,MERCH-042,COMP-01,Company_A,WL-05,Stripe,PROC-01,void,processing,40.06,prepaid,135.93,44.71,ITEM-0066,9
38.41,1042.19,UnionPay,ATM,1.91,IT,ORD-000175,2024-08-20 10:35:00,MGR-015,Merchant_50,GATE-02,MERCH-050,COMP-10,Company_J,WL-01,Adyen,PROC-01,authorization,failed,18.17,prepaid,8.48,0.0,ITEM-0071,9
26.73,1875.71,Discover,POS,1.8,BE,ORD-000176,2024-05-10 19:12:00,MGR-007,Merchant_13,GATE-06,MERCH-013,COMP-02,Company_B,WL-01,Square,PROC-01,void,completed,24.62,virtual,231.23,40.92,ITEM-0059,10
73.56,4781.39,Mastercard,POS,1.05,UK,ORD-000177,2024-09-04 16:49:00,MGR-013,Merchant_12,GATE-10,MERCH-012,COMP-10,Company_J,WL-05,PayPal,PROC-05,capture,cancelled,26.52,debit,34.84,83.88,ITEM-0036,7
235.23,4818.33,Mastercard,POS,0.96,FR,ORD-000178,2024-06-02 22:35:00,MGR-020,Merchant_21,GATE-05,MERCH-021,COMP-09,Company_I,WL-03,Adyen,PROC-02,void,processing,6.67,prepaid,298.31,74.84,ITEM-0091,2
123.67,3806.27,UnionPay,Online,1.21,US,ORD-000179,2024-09-30 09:56:00,MGR-013,Merchant_28,GATE-03,MERCH-028,COMP-01,Company_A,WL-01,Stripe,PROC-02,authorization,pending,47.13,prepaid,405.44,0.0,ITEM-0088,5
9.24,740.68,Mastercard,Recurring,1.59,NL,ORD-000180,2024-08-19 03:39:00,MGR-008,Merchant_44,GATE-09,MERCH-044,COMP-09,Company_I,WL-03,Stripe,PROC-04,capture,cancelled,10.2,prepaid,60.13,0.0,ITEM-0071,1
1.5,74.7,Mastercard,POS,1.28,ES,ORD-000181,2024-07-07 18:34:00,MGR-015,Merchant_48,GATE-03,MERCH-048,COMP-10,Company_J,WL-01,Adyen,PROC-02,void,completed,39.05,virtual,9.75,91.15,ITEM-0006,7
28.85,1402.77,Visa,Recurring,0.41,ES,ORD-000182,2024-03-20 01:09:00,MGR-016,Merchant_21,GATE-10,MERCH-021,COMP-10,Company_J,WL-05,PayPal,PROC-01,authorization,processing,42.3,debit,1.19,0.0,ITEM-0024,9
10.58,350.2,Amex,POS,0.89,AU,ORD-000183,2024-04-19 21:21:00,MGR-017,Merchant_22,GATE-08,MERCH-022,COMP-06,Company_F,WL-05,Stripe,PROC-01,authorization,cancelled,26.85,debit,4.83,0.0,ITEM-0083,10
90.74,4593.85,UnionPay,Mobile,0.18,CA,ORD-000184,2024-05-11 17:46:00,MGR-017,Merchant_19,GATE-08,MERCH-019,COMP-01,Company_A,WL-04,Stripe,PROC-03,refund,failed,44.28,credit,262.8,11.34,ITEM-0013,3
198.87,4858.43,UnionPay,ATM,1.11,UK,ORD-000185,2024-04-19 21:27:00,MGR-005,Merchant_7,GATE-01,MERCH-007,COMP-04,Company_D,WL-04,PayPal,PROC-01,purchase,completed,31.35,credit,153.61,0.0,ITEM-0023,5
92.23,2794.84,UnionPay,Online,0.53,AU,ORD-000186,2024-08-09 10:01:00,MGR-003,Merchant_25,GATE-10,MERCH-025,COMP-02,Company_B,WL-01,Stripe,PROC-03,void,completed,12.93,prepaid,162.67,0.0,ITEM-0088,5
64.56,3036.76,UnionPay,Mobile,1.86,DE,ORD-000187,2024-03-21 17:14:00,MGR-010,Merchant_9,GATE-06,MERCH-009,COMP-07,Company_G,WL-01,Braintree,PROC-05,refund,completed,19.07,credit,374.49,0.0,ITEM-0001,10
94.06,2987.31,Mastercard,POS,1.9,FR,ORD-000188,2024-07-30 20:54:00,MGR-020,Merchant_33,GATE-05,MERCH-033,COMP-03,Company_C,WL-02,Stripe,PROC-02,void,completed,15.23,virtual,335.31,34.39,ITEM-0083,9
13.82,374.99,Mastercard,Mobile,0.58,BE,ORD-000189,2024-04-30 03:18:00,MGR-015,Merchant_40,GATE-06,MERCH-040,COMP-02,Company_B,WL-05,PayPal,PROC-05,refund,processing,9.87,prepaid,32.66,35.71,ITEM-0041,7
19.18,851.51,Discover,ATM,1.59,BE,ORD-000190,2024-07-03 04:43:00,MGR-012,Merchant_47,GATE-05,MERCH-047,COMP-06,Company_F,WL-04,Braintree,PROC-01,refund,processing,35.61,credit,81.85,0.0,ITEM-0036,3
79.6,4457.57,Mastercard,Online,1.49,CA,ORD-000191,2024-01-16 18:37:00,MGR-009,Merchant_26,GATE-09,MERCH-026,COMP-10,Company_J,WL-05,Square,PROC-02,authorization,cancelled,31.33,debit,486.38,84.96,ITEM-0099,10
79.39,3668.8,Mastercard,ATM,0.98,DE,ORD-000192,2024-05-02 19:43:00,MGR-006,Merchant_11,GATE-10,MERCH-011,COMP-09,Company_I,WL-05,Adyen,PROC-04,authorization,completed,25.52,debit,218.36,0.0,ITEM-0098,8
24.0,1166.43,Visa,Recurring,0.54,ES,ORD-000193,2024-08-20 01:02:00,MGR-009,Merchant_42,GATE-10,MERCH-042,COMP-06,Company_F,WL-05,Braintree,PROC-02,capture,cancelled,33.43,prepaid,90.61,38.81,ITEM-0076,2
64.84,2588.15,Discover,POS,1.82,FR,ORD-000194,2024-09-03 19:00:00,MGR-003,Merchant_33,GATE-09,MERCH-033,COMP-03,Company_C,WL-03,Adyen,PROC-02,refund,pending,25.82,prepaid,137.0,48.69,ITEM-0078,2
87.97,3308.94,Mastercard,Online,0.73,DE,ORD-000195,2024-03-23 20:53:00,MGR-019,Merchant_27,GATE-10,MERCH-027,COMP-01,Company_A,WL-02,Adyen,PROC-05,purchase,processing,5.67,debit,335.14,0.0,ITEM-0008,3
22.34,1298.72,Discover,ATM,1.92,DE,ORD-000196,2024-05-25 02:13:00,MGR-008,Merchant_29,GATE-07,MERCH-029,COMP-10,Company_J,WL-05,Adyen,PROC-05,refund,processing,29.97,prepaid,109.79,0.0,ITEM-0022,6
156.19,4612.54,UnionPay,Online,0.23,DE,ORD-000197,2024-09-24 16:43:00,MGR-016,Merchant_27,GATE-10,MERCH-027,COMP-03,Company_C,WL-05,Stripe,PROC-05,void,completed,18.91,credit,91.48,0.0,ITEM-0062,3
142.42,4510.9,Discover,POS,0.1,BE,ORD-000198,2024-08-03 11:55:00,MGR-013,Merchant_3,GATE-06,MERCH-003,COMP-09,Company_I,WL-05,Braintree,PROC-01,capture,pending,46.89,prepaid,459.14,0.0,ITEM-0062,4
60.77,4551.33,Visa,ATM,1.24,FR,ORD-000199,2024-01-04 18:33:00,MGR-011,Merchant_8,GATE-07,MERCH-008,COMP-09,Company_I,WL-03,Stripe,PROC-02,capture,processing,27.19,prepaid,176.0,0.0,ITEM-0034,9
52.29,2123.57,UnionPay,ATM,0.62,ES,ORD-000200,2024-10-12 15:11:00,MGR-010,Merchant_24,GATE-10,MERCH-024,COMP-09,Company_I,WL-03,Square,PROC-02,purchase,pending,34.03,virtual,240.49,0.0,ITEM-0090,3
15.48,510.39,Visa,POS,1.59,BE,ORD-000201,2024-01-27 05:24:00,MGR-020,Merchant_41,GATE-07,MERCH-041,COMP-01,Company_A,WL-01,Stripe,PROC-03,refund,failed,40.04,credit,47.01,0.0,ITEM-0078,1
171.21,3625.23,Mastercard,Recurring,0.86,ES,ORD-000202,2024-03-30 20:31:00,MGR-007,Merchant_29,GATE-01,MERCH-029,COMP-01,Company_A,WL-05,Braintree,PROC-05,refund,processing,32.81,debit,155.78,5.75,ITEM-0087,1
65.35,1805.1,Visa,Online,1.95,UK,ORD-000203,2024-07-21 12:37:00,MGR-018,Merchant_13,GATE-05,MERCH-013,COMP-09,Company_I,WL-05,Braintree,PROC-03,authorization,failed,4.34,debit,74.71,0.0,ITEM-0078,4
59.62,2279.25,Amex,Recurring,0.11,AU,ORD-000204,2024-09-14 09:21:00,MGR-009,Merchant_8,GATE-08,MERCH-008,COMP-09,Company_I,WL-04,Braintree,PROC-04,refund,failed,8.75,virtual,173.08,0.0,ITEM-0088,8
199.44,4483.65,UnionPay,Online,1.02,ES,ORD-000205,2024-04-27 10:26:00,MGR-008,Merchant_23,GATE-05,MERCH-023,COMP-09,Company_I,WL-01,Square,PROC-03,purchase,processing,12.89,debit,257.37,22.04,ITEM-0061,6
81.21,1774.15,Mastercard,POS,0.61,FR,ORD-000206,2024-04-12 07:47:00,MGR-008,Merchant_16,GATE-10,MERCH-016,COMP-05,Company_E,WL-03,Adyen,PROC-01,purchase,completed,47.36,virtual,181.79,49.9,ITEM-0079,1
121.05,3823.58,Amex,ATM,0.18,FR,ORD-000207,2024-10-21 08:31:00,MGR-019,Merchant_12,GATE-03,MERCH-012,COMP-09,Company_I,WL-01,Braintree,PROC-04,capture,processing,24.11,credit,355.98,0.0,ITEM-0065,6
73.96,1974.65,UnionPay,Online,0.43,IT,ORD-000208,2024-01-05 00:43:00,MGR-012,Merchant_14,GATE-10,MERCH-014,COMP-07,Company_G,WL-03,Adyen,PROC-05,authorization,pending,48.83,prepaid,206.82,0.0,ITEM-0061,10
29.89,1722.05,Mastercard,Recurring,0.91,FR,ORD-000209,2024-07-24 08:28:00,MGR-004,Merchant_12,GATE-05,MERCH-012,COMP-10,Company_J,WL-02,Braintree,PROC-04,capture,pending,20.95,debit,194.3,0.0,ITEM-0095,3
24.63,2370.21,Amex,Recurring,0.9,AU,ORD-000210,2024-09-30 23:20:00,MGR-002,Merchant_32,GATE-07,MERCH-032,COMP-05,Company_E,WL-01,Adyen,PROC-01,refund,failed,6.72,virtual,317.59,0.0,ITEM-0081,2
52.73,2254.78,Mastercard,Recurring,0.79,AU,ORD-000211,2024-01-11 13:07:00,MGR-018,Merchant_23,GATE-03,MERCH-023,COMP-10,Company_J,WL-03,PayPal,PROC-03,void,cancelled,28.02,virtual,315.17,0.0,ITEM-0011,7
87.71,3072.18,Mastercard,Mobile,1.92,FR,ORD-000212,2024-10-19 12:54:00,MGR-011,Merchant_5,GATE-06,MERCH-005,COMP-02,Company_B,WL-03,PayPal,PROC-05,capture,failed,43.41,virtual,295.2,42.18,ITEM-0100,6
